5.0, 1.82804831881633, 0.578079636030124,
10.0, 1.46856061452785, 0.464399642392456,
15.0, 0.332021737357054, 0.110673912452351,
20.0, 0.0698699227860191, 0.0201697093643833,
25.0, 0.132115813305746, 0.0201474726474556,
30.0, 0.102024669831095, 0.0272672399647635,
35.0, 0.268966947257695, 0.0586933997737897,
40.0, 0.017677792250955, 0.00456438633237755,
45.0, 0.00226757780729869, 0.00113378890364935,
50.0, 0.0158934299417656, 0.00502594384482965,
55.0, 0.00744132345594162, 0.00303790757967681,
60.0, 7.28491294528233e-005, 4.20594644998174e-005,
65.0, 0.0, NaN,
70.0, 0.0, NaN,
75.0, 0.0, NaN,
80.0, 0.0, NaN,
